Gene,Number of connections,Connected genes
ATXN7,10,TAF5L KAT2A USP22 L3 TAF10 SUPT7L E2F1 TAF6L ENY2 SAP130 
USP1,10,FAN1 UBC PCNA ERCC1 UBB FANCD2 RPA2 RFC4 MUS81 RFC3 
GTF2H1,10,TAF5 ELF1 PRPF19 CDK9 GTF2A2 TAF10 NELFCD CBX3 GTF2E2 ERCC4 
PCDHB10,10,CDHR1 CTNNA3 CELSR1 PCDHB15 PCDHB16 CDH17 CELSR3 PCDHA8 PCDH1 CTNNA1 
TUBG1,10,B9D1 CEP290 CEP70 MARK4 CETN2 CEP164 TUBGCP4 CEP89 CLASP1 DCTN2 
RND2,10,ARHGAP5 PLXND1 UBXN11 FRS2 FRS3 FNBP1 TNFAIP1 KCTD13 ARHGAP10 ARHGAP26 
CYFIP2,10,NCKAP1L NCKAP1 FXR2 FXR1 FMR1 DIAPH3 DIAPH1 EIF4E2 ARPC4 ABI2 
SUFU,10,PIAS1 PRKAR2A PRKAR1B KIF3A KIF7 LGALS3 ULK3 SAP18 SMO UBC 
MFAP5,10,FBLN2 FBLN1 MFAP4 MFAP1 JAG1 LOX LOXL1 MFAP3 VTN EFEMP1 
DIS3,10,ZFP36 KHSRP ISG20L2 HBS1L WDR18 XRN1 EXOSC9 SENP3 EXOSC6 PELP1 
LRP1B,10,APH1B MMP15 MMP14 APBB1 SATB1 SOX2 APBB2 NME2 PSEN2 GTF2B 
MFAP2,10,FBLN2 FBLN1 VTN NOTCH1 MFAP4 MFAP1 LOX LOXL1 EFEMP1 MFAP3 
CYBA,10,BMPR2 NCF4 MAPK12 FZD7 MAPK13 RAC2 MAPK11 NOXA1 ACVR2B MMP9 
MARK4,10,TUBG1 CSNK1D CEP57 CAB39 NPHP4 NPHP1 CEP76 RPGRIP1L TTBK2 HSP90AA1 
CSNK2B,10,TAF1 ENG FOSL1 RING1 CSNK1D KLC2 SSRP1 TGFB1 CSNK2A2 PTPN6 
CWC15,10,WBP11 SNW1 SF3A1 GTF2F1 SNRNP200 PCBP2 POLR2I HNRNPA1 POLR2L HNRNPF 
MAP1LC3B,10,TBC1D25 SREBF1 NBR1 ATG4B ATG12 ARID2 CHMP4B ATG3 UVRAG SQSTM1 
UNC13B,10,PPFIA3 RAB3A PPFIA1 APBA1 LIN7A VAMP2 SNAP25 STX1A SLC17A7 PPFIA4 
LINC01348,10,ZNF175 SNAPC4 MBD1 NR1H2 NCOA1 ZNF217 ARID3A KDM5B MBD3 TERF2 
IGLV3-19,9,IGLV1-51 IGKV1-12 C1QB IGLC6 IGLV3-27 FCGR1A IGHV1-69 IGKV3-20 IGLC2 
IFNAR1,9,ATF1 SOCS3 POU3F1 NFATC2 BRF2 TNFSF10 GRAP JAK1 IL12A 
FBXO41,9,RLIM ZNRF1 UNKL HECTD2 ZNRF2 UBR2 HERC5 RBBP6 COPS5 
MED16,9,MED31 MED30 MED26 MED17 EBF1 MED29 FABP4 PPARGC1A MED25 
NCSTN,9,APH1A APBB3 CTNNB1 DLL4 CNTN1 DNER APH1B LRP3 EPHB1 
IFT43,9,IFT57 TTC26 IFT140 TRAF3IP1 DYNLRB2 IFT172 IFT22 IFT46 KIF3C 
DCHS1,9,PCDH18 PCDH1 GATA2 PCDHGA3 PCDH10 PCDHA5 PCDHGA1 FRMD1 FRMD6 
RGS12,9,MAZ GNAI2 GNAI1 CBX2 MBD1 HES1 ZNF263 KDM5B GNAO1 
SATB2,9,UBE2I HBP1 CXXC4 PIAS1 CTBP2 SUZ12 HMGN3 ZHX2 RUNX2 
GRIA2,9,TSPAN7 AP2S1 DLG1 GSK3B PRKACB GRIN2A KIF5B NSF GRIA3 
ACVR1C,9,NLK LEFTY2 LEFTY1 INHBE INHBA GDF7 TGFB3 SMAD2 BMP4 
MED20,9,CTCF CDK4 MED15 MED30 MED1 MED19 CCNC CEBPB HELZ2 
EFNA4,9,EPHA10 PDGFRB EPHA1 FGFR4 ERBB4 EPHA4 EFNB2 EPHA3 EFNA1 
PPP1R3D,9,RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA6 CALM3 CALML5 PHKA2 CALML6 GYS1 
NCOA4,9,FTL KRAS TGIF2 AR ARID3A HBP1 CTCF HHEX FTH1 
SLC25A4,9,HSD17B10 PRKCE ARL2BP ARL2 VDAC3 VDAC1 CAMK2B CYCS VDAC2 
SRSF9,9,SART1 SRRT CPSF1 SNRPB2 SUGP1 NUP93 HNRNPA1 DDX46 ISY1 
RNMT,9,POLR2A GTF2H4 SMAD7 STAT5B PAX3 SP3 MNAT1 POLR2D SP1 
NBN,9,KPNA2 BARD1 CTBP1 DNA2 RHNO1 EYA2 RIF1 UBC MUS81 
CTD-2350C19.2,9,ZNF639 SIX5 ZNF318 STAT1 ZHX2 TGIF2 NCOA3 MBD3 CTCF 
TPM2,9,TNNC1 SORBS3 DES MYH6 TNNI3 SORBS1 MYL3 MYL12B TCAP 
DCUN1D1,9,FBXL4 SPSB4 ASB2 FBXW4 ASB5 ASB1 TULP4 ASB9 FBXO27 
SAG,9,PPEF1 WNT11 WNT7A WNT7B FZD5 FZD10 PPP2R5D WNT2B WNT3A 
FDX1,9,CYP27C1 CYP27B1 CYP27A1 CYP24A1 CYP11A1 ISCU FDXR LYRM4 FXN 
SRPRB,9,RPL31 RPL27 TRAM1 RPS15A RPL36A RPS21 RPS3A RPL10 RPS10 
CSPG5,9,NCAN UST XYLT1 CSGALNACT2 CHST11 CHST15 B3GAT3 BCAN DSEL 
MEN1,9,CDKN2B CDKN2A SMAD3 BCL9L KMT2D WDR5B BCL9 RAC1 FAM20A 
DLD,9,CREB1 PDPR PDP1 PDK4 PDK3 PDK1 DBT GCSH PDHA1 
KDELR1,9,ANK2 ASAP1 COPG2 TMED10 COG7 CLTB KIF5A KIF11 DYNC1I1 
PPP3CB,9,CALML4 CALML3 CALML5 CALM3 AKAP5 ANAPC4 FKBP1A ANAPC10 PPP1R1A 
NRXN3,9,SYT9 SYT7 SYT12 SYT10 CASK APBA3 DBNL SYT2 NLGN4X 
GRK6,9,CCL20 ARRB2 CXCL12 DRD1 CXCR6 CXCR5 CHRM1 CHRM3 ADRB1 
ARHGDIA,9,RTN4 RHOC PRKACB OMG NGF MYC CDC42 BCL3 MAG 
ATP2A1,9,THRB SRI PLN NOTCH1 CAMK2D HRC RAB6A SEL1L SLN 
TESC,9,YY1 ZNF197 GATA2 TRIM28 CTCF REST MYC GATA1 CEBPB 
NSMAF,9,ZNF639 TRADD RAD21 CREB3 ZNF584 SMPD3 SMPD1 ZNF644 ZNF589 
IGLV1-47,9,VAV3 SOS1 IGLC3 VAV2 IGLV1-51 IGLV6-57 IGHV3-33 TEC IGKV1-12 
PHKA2,9,CALML6 PHKG2 SIX5 PYGL PPP1R3D PPP1R3B PYGM PYGB PPP1R3A 
ZFP36,9,PAX5 MAPKAPK2 BCL11A YWHAB ZEB1 ZBTB7A CTCF DIS3 SMARCA4 
KLC3,9,FYCO1 PLEKHM2 NEFM NEFL NEFH GSK3B CSNK2A3 APP TUBB4A 
IGFBP5,9,FAM20A IGF2 FOS FAM20C AR PAPPA2 PAPPA IGFALS ETV6 
ROR1,9,FZD6 FZD5 FZD10 FZD2 FZD4 FZD9 FZD8 FZD7 FZD1 
SLC3A2,9,BSG SLC7A10 SLC7A11 SLC7A5 SLC7A7 SLC7A8 SLC7A6 SLC7A9 MYC 
CSNK1A1,9,PSME2 YWHAZ PPP2R5D MAPK14 AXIN1 WNT6 PSMB7 FZD5 PSMB10 
VDAC1,9,PPIF SOD1 STAR UBB BAX TSPO SLC25A5 SLC25A4 ATG12 
IGLV2-14,9,IGLV3-27 SRC SOS1 IGKV3-15 C1QC IGLV3-1 IGHV3-11 C2 PIK3CB 
FANCF,9,UBE2T BLM HES1 BARD1 UBC ERCC4 FANCG FANCE DCLRE1A 
ACTR1A,9,MYH7 MYH2 MYH11 C2CD3 DCTN4 CD59 CDK1 CEP290 MYH1 
CDCA8,9,KLHL9 SUMO1 KIF2A EVI5 PEBP1 CENPN NUP62 KIF20A PAFAH1B1 
THRB,9,ATP2A1 MYH7 ATP2A3 RCAN1 ATP2A2 SIN3A MAPK3 MED30 CTNNB1 
CCL5,9,IRF5 SDC1 SDC4 U2AF1 TICAM1 ACKR2 FOS CCR7 U2AF1L4 
SERPINF2,9,FOXA1 PROC CCNT2 TAL1 GABPA PLG NR2C2 MAX REST 
SERPINC1,9,GPC1 F10 CEBPA VWF GP1BA SERPINE2 F13A1 F12 FAM20C 
THRAP3,9,TNF MED9 MED24 MED18 TBL1X PPARA HELZ2 CDK4 MED1 
RNF144B,9,FBXL7 CCNF FBXO21 FBXO40 UBC TRIM69 FBXO6 SIAH1 HERC6 
EXOC2,9,TBK1 C2CD5 RAC1 EXOC7 PKD1 EXOC8 RAB8A RAB3IP RAB11A 
INO80E,9,COPS5 MCRS1 GPS1 COPS2 COPS7B ACTL6A INO80D INO80C RAD23B 
ATF6,9,WFS1 VAPB NFYA MBTPS2 HSPA5 PSEN1 ATF4 FOXA1 MBTPS1 
SIAH2,9,TRIP12 TBL1Y UBE2A TBL1X ZNRF2 DCC SNCAIP FBXO11 RNF19B 
ARR3,9,WNT3 WNT10A RARG NKD1 LRP6 WNT7A FRAT2 CSNK1D GNA14 
EXOC8,9,EXOC7 RAC1 EXOC5 PKD1 RAB11A ASAP1 RAB3IP MYO1C EXOC2 
ARPC4,9,REPS1 ARPC3 UBA52 CYFIP2 IGHV3-7 WASL IGHV3-53 WIPF2 TRIP10 
ELL3,9,TAF13 INTS2 TBP SNAPC3 SNAPC4 NABP1 ICE2 POLR2I INTS10 
CX3CL1,9,CXCR3 CXCR2 GNAI2 CXCR6 CXCR4 CCR2 TP53 CCR6 CXCR5 
SESN2,9,ATP6V1H PRKAA2 PRDX1 CEBPB SZT2 RRAGB LAMTOR5 ATP6V0D1 WDR59 
EXOSC3,9,WDR61 TTC37 WDR46 XRN1 IMP4 RPS7 RPS6 WDR43 NOC4L 
ITGA2,9,PARVA COMP MET FN1 PXN ITGB3 PTK2 PARVB LAMA2 
PDGFA,9,GRB7 THBS2 ASAH1 NFKB1 GRB2 SRC COL9A2 COL4A3 COL6A1 
CD209,9,BTN2A1 TGFB3 TGFB2 IL10 ICAM3 ICAM2 PLK3 KRAS NRAS 
USE1,9,COPB1 COPZ1 TMED3 KIF23 COPG1 TMED7 KIF18A KIF2C COPB2 
MAP3K5,9,PPP5C MINK1 MAP3K6 E2F1 DAXX FASLG FADD DAB2IP MAP2K6 
TMF1,9,COG3 VTI1A COG6 AR ARL1 RAB43 COG1 STX6 COG8 
NME1,9,MYC NME2 NME3 DNM2 RAC1 CDC42 TP53 CTCF GABPA 
TIMM44,9,HSPA9 PMPCB PMPCA TIMM17A TIMM17B TIMM21 DNAJC19 TIMM50 GRPEL1 
ITGAL,9,ICAM5 ICAM3 CEBPA CD226 CRKL ICAM2 ITGA8 ITGB2 RGS14 
TIMM23,9,HSPA9 PMPCB PMPCA TIMM17A TIMM17B TIMM21 TIMM50 DNAJC19 GRPEL1 
RNF114,9,RLIM FBXO21 UNKL UBC FBXL13 RBX1 TRIM69 FBXO9 UBA52 
CXCL11,9,CXCR6 STAT1 RELA GNAI2 GNB1 CCR1 CCR2 CCR7 GPSM3 
RIPK2,9,HSP90AB1 TRIP6 CARD6 BIRC3 BIRC2 TAB3 ITCH CARD11 BCL2 
MC1R,9,USF1 REST MYNN MBD1 ASIP TCF4 ADORA2B POMC GNG2 
IRAK1,9,KIT RPS27A PPP2R2D IL1RL1 TLR8 RHOG IL1RN NRG4 PIK3R2 
ITSN1,9,RHOB DVL2 TRIP10 CLTA GRB2 REPS2 EGFR PIK3C2A AGFG1 
RHOH,9,SPI1 MEF2C PAK6 PAK4 AKT1 ARHGDIG LCK PAK1 ARHGDIB 
SCN1A,9,GNG5 GNB5 GNG10 HHEX GNAI2 GNGT2 GNB3 GNG7 GNG12 
KAT2A,9,FLOT1 SMARCA5 ATXN7 CREBBP TADA2A NR4A1 POLR2F SUPT3H DEK 
CDON,9,SHH NTN3 NEO1 GAS8 KLF3 KIF3A CTNNA2 MAPK12 MAPK11 
EIF2S2,9,EIF2B3 EIF2B2 EIF4G1 MAPK3 EIF2B1 RPL24 RPS14 RPS26 ABCF1 
DBF4,9,MCM10 POLE4 RPA4 RPA3 POLA1 ORC5 CDC6 MCM3 CDK2 
C5,9,VTN C7 AR2 AR1 CD59 CLU GNB1 CFB C2 
SDCBP,9,GATA2 EFNB2 FLOT1 PDCD6IP NFASC SDC1 EPHB1 IL5RA SDC4 
PRAME,9,NR2C2 IRF1 SMARCA4 RAD21 SIN3A JUN SIX5 ATF3 ZBTB33 
UTP15,9,UTP3 RPS9 HEATR1 RPS23 RPS8 WDR3 FCF1 MPHOSPH10 RPS27 
ACOX1,9,USF1 PEX12 MYC PEX13 PEX5 RXRG PEX10 RXRB TYSND1 
ACTC1,9,TNFAIP8 MYH7B MYH7 MYH2 MYH13 MYH1 MYH6 CLTA CTNNB1 
PEX3,9,PEX16 PEX19 PXMP2 FIS1 PEX26 ABCD2 GDAP1 ALDH3A2 PEX13 
CELSR1,9,PCDHA6 PCDHGA3 PCDHB1 PCDHB10 PCDHB18P PCDHB2 PCDHGC5 CDH23 PCDHGA1 
ATP1A1,9,FXYD7 FXYD3 PRKACB TFAP2A SLC8A1 PIK3CD FXYD1 ATP1B3 KL 
CBX4,9,MAPK14 E2F4 BMI1 KDM5B ZHX1 PHC3 RING1 KDM6B UBE2I 
SCN1B,9,NFASC FGF12 ANK1 FGF14 CAMK2G SCN5A SPTBN1 SPTBN2 RANGRF 
IL1B,9,NLRP3 U2AF1 TRAF6 CASP8 U2AF1L4 IL12A GSDMD IL1RN MAPK10 
ATG5,9,FOXO1 ATG3 ATG12 MITF TFE3 SQSTM1 TECPR1 MFN2 DDX58 
THBS4,9,ITGA4 CD36 ITGB7 ITGA2B ITGA9 PDGFB ITGB1 ITGA10 ITGA8 
SEL1L,9,TFAP2A ZNF589 ATP2A2 ERLIN2 DERL2 UBC OS9 RAB6A ATP2A1 
IL6,9,EP300 IFNAR2 CNTFR GRB2 FAM20A IL2RB VAV1 PIAS1 IL20RA 
CDHR1,9,PCDH11Y PCDH10 PCDHGA3 PCDHGA1 PCDHB6 PCDHB10 PCDHB8 PCDHGB7 PCDHA7 
IL3RA,9,CSF2RA IL11 IL17D HRAS KRAS PIK3R3 IL12RB1 IL18 CTF1 
THAP7,9,MXI1 NELFE MAX YY1 ZBTB33 ZNF263 SMARCA4 JUN BCL3 
GNG13,9,GABBR1 GNA11 GNB1 LPAR2 OR2C3 OR2C1 PRKACA PIK3R3 FZD3 
CTTN,9,DNM3 PTN CTNND1 AP2A1 DNM2 ACTR3 VAMP7 PAK3 RAB5A 
PSMA6,9,EGLN3 NUMB CD40LG ANAPC1 APOBEC3G CUL5 DVL3 PSMC3 PSMD14 
SST,9,GNAI2 ADORA1 REST ADRB2 FFAR2 GNB1 HCAR1 NPY1R R2 
SEC61G,9,SRP9 SEC61A1 STX1A SEC61A2 SRP54 RPL22 OTOF RPL3 RPS6 
EIF3M,9,RPS5 RPS29 RPS4Y1 EIF3G EIF3D RPS3 EIF4G1 RPS27 EIF3A 
PCGF5,9,ARID2 RING1 HBP1 HMGN3 CSNK2A1 ZFX YAF2 TGIF2 RYBP 
NDUFAF7,9,NDUFS1 NDUFB3 NDUFA10 ACAD9 NDUFA7 NDUFAF2 TIMMDC1 NDUFA5 NDUFC1 
SEC24B,9,SEC23IP TRAPPC4 TRAPPC9 SEC24D LMAN1 TRAPPC6B TFG SREBF1 TMED2 
SEC24A,9,CD74 CNIH3 SEC31A TRAPPC6A GRIA1 SEC16B SEC24D HLA-H HLA-B 
POLR2C,9,CSTF2 PLRG1 RNPS1 TERF1 SNAPC1 PRCC MNAT1 MYBL1 PHAX 
TUBB8,9,DNAH3 TUBA8 MAPT TUBA1B HTT TUBA1C ACTR1B DYNC1H1 DCTN2 
DMAP1,9,VPS72 YEATS4 MEAF6 ING3 GABPA MRGBP ZBTB11 ACTB ACTL6A 
WNT8B,9,LRP5L PORCN DVL3 WIF1 GNG3 GNG4 SFRP2 WNT4 SFRP1 
GCG,9,PRKAA2 GNB2 R EGR1 DPP4 GNB4 NPR1 SEC11A GNG7 
PKP1,9,MEF2A DSC2 DSC3 DSG4 DSG3 DSG2 DSG1 YY1 BCL11A 
PARD6G,9,RAC1 GSK3B CRB3 PARD3 PRKCI PTEN MAGI1 F11R TERF1 
DERL2,9,UBC VCP SYVN1 RNF103 ZFX E2F4 RPS27A RNF185 SEL1L 
DERL1,9,SOD1 UBC UBE2J2 ERLIN2 SNAPC4 OS9 ZBTB11 AMFR VCP 
TTF1,9,TBP DNMT1 CCDC59 TG PRKACB POLR1C RBBP4 SUDS3 GTF2H4 
DNA2,9,RAD51 NBN GEN1 ERCC4 RFC3 WRN RMI1 RPA1 RFC2 
GAB3,9,RASAL2 STAT3 PRKCI NF1 ERBB4 PLCG1 SHC3 PRKD3 PLCG2 
HAP1,9,GABRE DLG4 DYNC1LI2 DNAH2 GABRD GABRP GABRG3 DNALI1 DNAL1 
PLA2G4F,9,GNA11 GNA13 RASGRP2 MAPK8 PLCG2 GNAI2 PLCG1 MAPK1 PRKCD 
TWF1,9,SPTBN1 CAPZB TWF2 CLIC5 EPB41L1 MYO3B TPRN CIB2 MYO7A 
RAB35,9,TBC1D10C TBC1D13 TBC1D24 TBC1D10A DENND1C CHML DENND1A TBC1D10B CHM 
SYT2,9,FCHO2 NRXN2 NRXN3 UNC13D BIN1 CLTC SH3GL2 SYNJ1 PACSIN2 
TAF1C,9,TAF1D DDX21 GSK3B ACTB POLR1A POLR2E CHD4 POLR1B HDAC1 
TXNRD2,9,ZNF639 MYNN MYC HDAC2 ZNF263 TXN2 FOSL1 ZHX1 SETDB1 
COL6A1,9,LIMS2 ITGA4 ITGA8 ITGAV ITGA1 FN1 PDGFA CRTAP ITGA3 
NUP98,9,AURKB SKA2 NUP155 CENPM BIRC5 MIS12 NUP107 NUP93 GEMIN2 
RAB10,9,CALM3 MYO1C LNPEP BRF2 DENND4B DENND4A EXOC1 RALA DENND4C 
PYGO2,9,APC BTRC CTBP1 SMAD5 BCL9L KMT2D TCF7L1 BCL9 SMARCB1 
WDR5,9,PER1 KANSL2 KANSL1 KAT8 COPS7B POLR2A POLR2D PAGR1 HOXB3 
RASGRF1,9,CACNA2D2 DLG3 RASGRF2 CACNA1A CACNA1F CALM3 CACNG1 CALML4 GNB4 
RBPJ,9,PTCRA TBPL1 CDK8 CCND1 ATXN1L CREBBP SPEN GATA2 CR2 
CPT1B,9,ACSBG1 ACACB ACSL6 CREB3L2 ACSL3 ATF2 EP300 CREBBP PPARD 
BDP1,9,POLR3GL CRCP GTF3C5 GTF3C4 POLR1C BRF1 GTF3A NR3C1 POLR2E 
AQR,9,ERCC4 SRSF4 SNRNP40 POLD2 EP300 GPKOW POLR2H HNRNPH1 DHX38 
RCC2,9,BUB1 SPDL1 SMAD1 ZW10 CENPU XPO1 NUP43 CKAP5 ZWILCH 
COL24A1,9,ADAMTS14 ADAMTS3 ADAMTS2 CRTAP PPIB P3H1 SERPINH1 TLL1 BMP1 
RPS27L,9,WDR75 RPL7A RPL32 RPL41 TBL3 RPL23A DDX47 IMP3 HEATR1 
BDNF,9,CASP6 EHD4 DYNLT1 FRS3 FGFR3 RAP1B RCOR1 CSK MAPK10 
ANGPTL4,9,RXRG FURIN PPARA PCSK5 LPL GPIHBP1 EP300 PPARD PCSK6 
DNAJC27,9,RAPGEF1 GARNL3 RASGRP4 RASGRP2 RASGRP1 RAP1GAP CRK BCAR1 CRKL 
ANKRD9,9,COMMD1 COPS7B COPS2 CUL5 MBD3 GPS1 COPS5 UBE2F COPS7A 
WDR74,9,SIX5 IRF2 FOXK1 BRF2 ZNF207 HBP1 CXXC4 ZNF318 SMAD5 
PKN1,9,PPP1R14A MEFV PDPK1 KDM4C CDC25C CDK4 ADAM17 ARHGAP5 AR 
FXYD2,9,ATP1A3 ATP1B3 ATP1B2 ATP1B1 KL PIK3R3 PRKG1 MAPK1 SLC8A2 
MMP13,9,CDH1 A2M CTNNA2 COL9A2 COL18A1 COL14A1 CTNNA1 LAMC2 CTSV 
PAM16,9,GRPEL1 TIMM21 TIMM17B TIMM17A PMPCB PMPCA TIMM50 DNAJC19 HSPA9 
VPS53,9,COG1 RAB6A ARFRP1 COG3 COG5 STX10 IGF2R COG4 SYS1 
BMP5,9,BMPR1A ZNF217 AMHR2 NBL1 GREM2 GREM1 ATF2 NOG ACVRL1 
ANK3,9,CAPZA2 HOXA9 ROCK2 ITPR3 SMAD1 KDM5B TIAM1 GOSR2 DCTN1 
MRPL36,9,MRPL19 MRPS24 MRPL48 MRPS10 MRPS35 MRPL54 PTCD3 MRPS26 MTIF3 
RPL35,9,RPL37 RPS28 RPS3 RPS27A RPL30 RPL31 SMG8 SSR1 SPCS2 
DGKI,9,CDS2 NCOA3 PLCE1 PLCD4 PLCD3 PLCD1 CDS1 PLCG2 PLCB1 
HNRNPA0,9,DDX23 SNRNP200 PCBP2 CDC5L PRPF19 FIP1L1 SNRPE HNRNPD SNRPA1 
HLA-F,9,AP1G2 AP1S2 SAR1B AP1S1 CDKN1A CD247 CALR AP1M1 TRBV7-9 
PLXNB1,9,SEMA4B SEMA4C SEMA4G ARHGEF12 ARHGEF11 ARHGAP35 SEMA4A SEMA4F GNA13 
COL16A1,9,ITGAV CRTAP SERPINH1 PTK2 PPIB P3H1 LIMS2 ITGA10 ITGA4 
PKN2,9,RAC1 PDPK1 CHRM1 CHRM3 CHRM2 CHRM5 MEFV ADAM17 CHRM4 
FZD7,9,GNA14 GPC4 GNG7 GNB4 DVL1 CYBA GNB1 CSNK1D ROR1 
PLXNB3,9,SEMA4C SEMA4A SEMA4F SEMA5A RAC2 RAC3 SEMA4G SEMA4B RAC1 
PKNOX1,9,CTCF KMT2D MEIS1 POLR2A HOXB3 PBX3 PAGR1 POLR2D PBX1 
PMPCB,9,AFG3L2 GRPEL2 TIMM23 TIMM44 SMDT1 PHB2 PAM16 NDUFB8 CTCF 
HCFC1,9,TAF1 KAT8 E2F6 FOSL2 ASXL2 ASXL1 KANSL2 FOXK1 YY1 
MLXIPL,9,PPP2R5D CDK4 MLX PPARGC1B OGT PRKAG1 PRKAR2B ADIPOR1 PRKAG2 
BOC,9,BNIP2 PTCH2 MAPK14 KIF3A GAS1 IHH CDH2 CDH15 PTCH1 
HLA-B,9,AP1G2 RPS27A KIR2DL4 CALR TYROBP TRAC SEC24A VAMP8 AP1G1 
BTC,9,PAG1 NRG4 ACTR2 ARPC2 UBC AAK1 ERBB2 HIP1R NRAS 
RPS14,9,CTCF EIF4A2 UTP6 EIF2S2 SPCS2 RPS9 XRN2 RPS10 NOP58 
IDH1,9,PEX5 SNAPC4 CREB3 PEX13 ARID2 PEX2 ZNF207 PEX10 TGIF2 
PAX8,9,NCAM1 TPO TP53 THPO TG PRKCB PRKCA NR3C1 NKX2-1 
MYH11,9,ITGA1 ACTR1A TPM3 ROCK1 RHOB ACTG2 ACTG1 MYLK MYL12B 
POLA1,9,PCNA POLA2 MCM8 RPA3 TINF2 MCM3 DBF4 CDC6 ORC5 
MYD88,9,IRS1 LY96 VDR CYP27B1 TLR7 AREG TRAF6 TLR5 CXCL2 
SMDT1,9,PMPCB MCU PARL AFG3L2 YME1L1 STOML2 SPG7 PHB PMPCA 
PIK3CG,9,MYO6 SNX18 CYTH3 RASA1 CYTH4 FGFR3 CYTH1 SNX33 SOS1 
BCR,9,GATA1 SHC3 CRKL RAC2 PLCG1 PIK3R1 MYC RAC1 JUN 
DKK1,9,KREMEN2 WNT7B WNT7A DKK2 WNT2B WNT3A TP53 CTCF JUN 
MYH10,9,ATF1 CREB1 CIT ACTR1B ACTG1 ACTA2 MYL5 CALM3 ROCK1 
DDX49,9,EXOSC7 EXOSC10 FBL RPS13 NIP7 UTP3 TBL3 RBM28 BOP1 
KLRK1,9,MICA MICB ULBP3 ULBP1 SHC1 RAET1L RAET1G RAET1E ULBP2 
DSP,9,GLYR1 DSC1 DSG1 DSG2 PKP2 FLG DSG3 JUP PERP 
PTGS2,9,FCGR3A FCGR3B FCGR2C ADCY5 CR1L CR1 NFATC1 MAPK7 NFATC4 
ZAP70,9,SH3BP2 B2M PIK3CD PIK3R3 CD3E DBNL VAV2 CD4 BLNK 
NUP160,9,CENPA CDCA5 INCENP MAD2L1 SPC25 HDAC4 DSN1 KPNA7 NXT1 
DLGAP3,9,HOMER2 DLG2 HOMER3 NLGN1 HOMER1 NLGN4Y DLG3 ZNF766 DBNL 
PLEKHM2,9,RAB9B KLC3 KIF5C KIF5B ARL8B ARL8A KLC4 RAB9A KIF5A 
ATXN7L3,9,SUPT7L SAP130 HBP1 TADA1 TADA2B TAF10 ATXN7 ZBTB11 TAF6L 
DUSP1,9,TP53 MAPK1 MAPK13 JUN USF1 MAPK8 STAT3 TGIF2 MAPK3 
BCL6,9,USF1 PARP14 JUN HDAC4 STAT6 ADH6 BCOR FOXA2 FOXO1 
C2,9,C3 CR1 MASP2 MASP1 C4BPA IGLV2-14 IGHV3-13 C5 FCN1 
FKBP5,9,PPP5C MBD3 CXXC4 HBP1 FKBP4 SETDB1 ZHX2 PTGES3 SMAD1 
TRIM4,9,IFIH1 IKBKG ITCH RNF216 SIKE1 IKBKE TRAF2 FADD TBK1 
COL8A2,9,CAV1 ITGAV ITGAM POTEKP LIMS2 PPIB SERPINH1 PTK2B PXN 
PLEKHG5,9,RHOB RND3 RHOC RAC1 RHOA TRADD CASP10 CDK4 FADD 
GEMIN4,9,SNRPD2 SNRPF DDX20 AAAS GEMIN6 SEH1L RANBP2 RAE1 GEMIN7 
LPAR5,9,PLCB1 PIK3R5 GNA11 PLCB3 GNB5 GPSM1 GNB4 GNAI2 F2 
MYH6,9,RARA NFATC1 NFATC4 ACTN3 DMD TPM2 ACTC1 MYBPC2 MYBPC3 
APBB3,9,PSEN2 PSEN1 NCSTN LRP5 LRP4 LRP2 LRP1 LRP5L KAT7 
FIS1,9,PEX19 GATA1 TBC1D15 CXXC4 HMGN3 PEX3 ZBTB11 TBC1D17 TGIF2 
UBA7,9,RPA2 HERC5 POLK DHX58 UBC PCNA TRIM25 UBE2L6 RFC4 
DLGAP1,9,SHANK3 SHANK2 NRXN2 NRXN1 NLGN4X NLGN2 DLG4 NLGN3 HOMER2 
PLIN1,9,PRKG1 PPP1CB ABHD5 PPP1CA PPP1CC PPARG LIPE PRKAA2 PRKAB2 
SFTPB,8,NFIC CTSH SFTA3 SFTPA2 SFTPA1 P2RY2 NAPSA RARB 
LEFTY1,8,BMPR1A AMHR2 ACVR1B ACVR1C ACVR2A CFC1 NODAL TDGF1 
MMP3,8,ETS2 SPP1 CTRB1 COL9A1 HSPG2 JUP ETS1 ACAN 
FZD1,8,LRP5 WNT11 GNAO1 KREMEN2 ROR2 GNA14 FZD3 ROR1 
GOLGA2,8,GORASP2 F5 BLZF1 COPG1 SPTBN5 CDK5 COPA COG4 
NOTCH2,8,MDK NOTCH4 UBA52 RFNG DTX2 MFNG HES4 NOTCH1 
PELP1,8,DDX21 EBNA1BP2 GRB2 PIK3R1 CTBP2 GNL3 DIS3 HRAS 
PAIP1,8,CNOT7 PAN2 EIF4A1 TNKS1BP1 PABPC3 CNOT1 PABPC1L2A CNOT8 
EXOSC6,8,ZFP36L1 DCP2 WDR61 PARN UTP18 DIS3 NOP58 UTP6 
NKX2-1,8,GABPA TCF12 SUZ12 PAX8 POU2F1 SMAD4 RARB ELF1 
RPL37A,8,EIF2S1 RPL34 PABPC1 GSPT2 RPS20 RPL35A PPP2R2A RPS19 
